Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,328,2028,7,7,0,0,2356,2890,0,0,80,177,681,0,618,0,0
Node1,30,154,609,683,1789,2301,184,287,1789,2249,338,564,18,0,69,0,0
Node2,302,1342,172,218,391,651,1644,1753,391,638,116,170,1035,0,192,0,0
Node3,26,147,602,662,1151,1244,173,277,1151,1234,363,453,75,0,69,0,0
Node4,201,855,161,235,402,515,1056,1361,402,503,102,163,702,0,189,0,0
Node5,64,588,349,444,784,1042,652,800,784,991,150,256,159,0,276,0,0
Node6,53,807,224,273,655,830,860,1080,655,822,53,159,336,0,252,0,0
Node7,7,171,148,232,886,1127,178,301,886,1109,180,290,27,0,126,0,0
Node8,0,0,47,78,329,542,0,0,329,534,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
