Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,755,1721,49,49,0,0,2476,4002,0,0,249,606,790,0,368,0,0
Node1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node2,86,319,583,828,1603,2822,405,801,1603,2645,458,1047,90,0,146,0,0
Node3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node4,193,2031,405,470,617,1336,2224,2619,617,1301,90,226,1606,0,168,0,0
Node5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node6,15,162,375,474,2402,2845,177,316,2402,2785,636,870,128,0,86,0,0
Node7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Node8,0,0,52,119,769,1084,0,0,769,1068,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
