Pkt ID,Route,Generation Time (in s),First Tx At (in s),Delay (in s),Times Packet Forwarded,Retransmissions,Packet Size (in bytes),Tx Power (in watt),Average Transmission Power in the route (in watt),Min. SINR Along Route,SINR at Flow Dest,Min. Data Rate Along Route (in Mbps),Data Rate at Flow Src (in Mbps)
2000008195690_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.008196,2000.008266,inf,0,7,2343.0,0.007663753805745297,0.007663753805745297,1.664145,inf,33,33
2000016397037_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.016397,2000.024866,inf,1,7,2327.5,"0.03840967607115694,0.007663753805745297",0.023037,1.664145,inf,33,33
2000024596198_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.024596,2000.024866,inf,1,7,2327.5,"0.03840967607115694,0.007663753805745297",0.023037,1.664145,inf,33,33
2000032790607_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.032791,2000.033964,inf,2,7,2343.0,"0.03840967607115694,0.03840967607115694,0.007663753805745297",0.028161,1.664145,inf,33,33
2000040984976_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.040985,2000.041263,inf,2,7,2343.0,"0.03840967607115694,0.03840967607115694,0.007663753805745297",0.028161,1.664145,inf,33,33
2000049177878_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.049178,2000.049368,inf,2,7,2343.0,"0.03840967607115694,0.03840967607115694,0.007663753805745297",0.028161,1.664145,inf,33,33
2000057373905_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.057374,2000.057444,inf,3,7,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.030723,1.664145,inf,33,33
2000065573076_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.065573,2000.065623,inf,3,7,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.030723,1.664145,inf,33,33
2000073766496_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.073766,2000.074076,inf,3,7,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.030723,1.664145,inf,33,33
2000081964533_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.081965,2000.082315,inf,4,8,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.03226,1.664145,inf,33,33
2000090158351_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.090158,2000.090208,inf,4,8,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.03226,1.664145,inf,33,33
2000098355859_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.098356,2000.098566,inf,4,8,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.03226,1.664145,inf,33,33
2000106550009_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.10655,2000.107349,inf,5,7,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.033285,1.664145,inf,33,33
2000114746725_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.114747,2000.114917,inf,5,7,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.033285,1.664145,inf,33,33
2000122939246_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.122939,2000.123956,inf,5,7,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.033285,1.664145,inf,33,33
2000131139296_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.131139,2000.131469,inf,6,7,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.034017,1.664145,inf,33,33
2000139334933_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.139335,2000.139385,inf,6,7,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.034017,1.664145,inf,33,33
2000147529727_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.14753,2000.14788,inf,6,12,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.034017,1.664145,inf,33,33
2000155723560_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.155724,2000.164174,inf,7,9,2327.5,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.034566,1.028732,inf,33,33
2000163924456_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.163924,2000.164174,inf,7,9,2327.5,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.034566,1.028732,inf,33,33
2000172122673_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.172123,2000.172213,inf,7,9,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.007663753805745297",0.034566,1.028732,inf,33,33
2000180314645_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.180315,2000.180485,0.375404,8,0,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.04730841381929087",0.039522,8.340465,10.27278,33,33
2000188507464_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.188507,2000.188797,0.367212,8,0,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.04730841381929087",0.039522,8.340465,10.27278,33,33
2000196704762_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.196705,2000.197406,0.359014,8,3,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.04730841381929087",0.039522,8.340465,10.27278,33,33
2000204905087_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.204905,2000.205449,0.352718,8,0,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694",0.03841,8.340465,8.340465,33,33
2000213101253_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.213101,2000.213151,0.344522,8,0,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694",0.03841,8.340465,8.340465,33,33
2000221293185_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.221293,2000.221403,0.33633,8,1,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694",0.03841,8.340465,8.340465,33,33
2000229487996_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.229488,2000.229718,0.334276,8,1,2343.0,"0.0455118172250942,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.05255664952215795,0.05255664952215795,0.03840967607115694,0.03840967607115694",0.042834,1.028732,8.340465,33,33
2000237687360_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.237687,2000.237957,0.326077,8,1,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.05255664952215795,0.05255664952215795,0.03840967607115694,0.03840967607115694",0.041946,1.028732,8.340465,33,33
2000245881156_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.245881,2000.246211,0.317883,8,1,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.05255664952215795,0.05255664952215795,0.03840967607115694,0.03840967607115694",0.041946,1.028732,8.340465,33,33
2000254074593_Node0_Node8_Zero,"[0, 1, 2, 3, 4, 5, 6, 7, 8]",2000.254075,2000.254325,0.312499,8,0,2343.0,"0.03840967607115694,0.03840967607115694,0.03840967607115694,0.03840967607115694,0.05255664952215795,0.05255664952215795,0.03840967607115694,0.03840967607115694",0.041946,8.340465,8.340465,33,33
