Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,360,1261,6,6,0,0,1621,1895,0,0,126,341,138,0,400,0,0
Node1,242,1067,525,625,903,1191,1309,1447,903,1167,153,339,290,0,174,0,0
Node2,282,1075,229,273,1128,1366,1357,1814,1128,1332,22,35,738,0,288,0,0
Node3,32,182,447,494,874,1261,214,335,874,1223,191,260,78,0,88,0,0
Node4,79,629,153,216,306,428,708,821,306,420,57,112,250,0,106,0,0
Node5,87,336,145,204,653,755,423,524,653,748,105,176,88,0,98,0,0
Node6,17,166,150,187,338,459,183,212,338,444,121,198,36,0,42,0,0
Node7,14,1018,61,85,263,340,1032,1258,263,340,14,17,134,0,278,0,0
Node8,0,0,92,112,1110,1348,0,0,1110,1347,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
