Node Name,CTS Retry,ACK Retry,# Receiver Drops,# Pkts Receiver Drops,# Sent ACKs,# Pkts ACK Sent For,# Retransmissions,# Pkts Retransmitted,# Receptions,# Pkts Received,# Forwards,# Pkts Forwarded,drop_expiry,drop_q_mngmnt,drop_retry,drop_overflow,drop_no_route
Node0,222,2190,22,22,0,0,2412,3155,0,0,236,569,1194,0,108,0,0
Node1,80,124,350,528,2443,3226,204,390,2443,3129,248,555,948,0,58,0,0
Node2,86,279,77,109,325,693,365,529,325,677,190,511,48,0,102,0,0
Node3,34,196,96,148,411,804,230,437,411,773,196,530,12,0,66,0,0
Node4,221,392,112,209,277,677,613,1044,277,645,117,371,288,0,78,0,0
Node5,7,58,147,228,443,923,65,195,443,855,184,497,46,0,18,0,0
Node6,69,598,147,199,186,513,667,912,186,501,79,222,486,0,66,0,0
Node7,25,166,220,305,617,931,191,279,617,907,164,316,176,0,44,0,0
Node8,0,0,67,92,313,541,0,0,313,537,0,0,0,0,0,0,0
Node9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
